suite,test_number,utterance,allowed_agents,decision
multi,248,"That has been resolved, and I can't reopen it. Please re-create the request with the following context:  > Failed to log in: [permission_denied] api server wire error: User is disabled in Windsurf Team. Please refer to your company-specific resources for instructions to request a license.",HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,249,"That has been resolved, and I can't reopen it. Please re-create the request with the following context:  > Failed to log in: [permission_denied] api server wire error: User is disabled in Windsurf Team. Please refer to your company-specific resources for instructions to request a license.",HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,250,please create a help center ticket,Escalation,ACCEPT
multi,251,please create a help center ticket,Escalation,ACCEPT
multi,252,please create a help center ticket,Escalation,ACCEPT
multi,258,The steps provided did not resolve the issue. Please go ahead and create a Help Center ticket for me. I confirm that the screen is showing a 6-digit PIN prompt. I would appreciate it if you could proceed with the request.,Escalation,ACCEPT
multi,259,please create a ticket for IT or salesforce admin to investigate.,Escalation,ACCEPT
multi,260,please create a ticket for IT or salesforce admin to investigate.,Escalation,ACCEPT
multi,261,please create a ticket for IT or salesforce admin to investigate.,Escalation,ACCEPT
multi,263,Logitech is not listed as an option in the Zoom Settings,Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,264,Logitech is not listed as an option in the Zoom Settings,Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,26,Office 365 + Teams,HelpIqAgentMultiplierSoftwareRequests,BLANK
multi,339,please cancel the ticket. it works now,HelpIqAgentMultiplierSoftwareRequests,BLANK
multi,361,Provide steps to access subscriptions for advertiser_id 11016805,GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,362,Provide steps to access subscriptions for advertiser_id 11016805,GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
pt1,535,What do I do with this error?,Ambiguous_Question|GeneralQnA_HelpIQ,ACCEPT
pt1,536,What do I do with this error?,Ambiguous_Question|GeneralQnA_HelpIQ,ACCEPT
pt1,537,What do I do with this error?,Ambiguous_Question|GeneralQnA_HelpIQ,ACCEPT
multi,283,Lets process with creating a help center ticket,Escalation,ACCEPT
multi,284,Lets process with creating a help center ticket,Escalation,ACCEPT
multi,285,Lets process with creating a help center ticket,Escalation,ACCEPT
multi,286,"Wait, you made a second ticket about closing the first ticket? That is even worse! You are pretty useless aren't you. Do better.",Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,287,"Wait, you made a second ticket about closing the first ticket? That is even worse! You are pretty useless aren't you. Do better.",Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,288,"Wait, you made a second ticket about closing the first ticket? That is even worse! You are pretty useless aren't you. Do better.",Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,289,How do I request 90-day unpaid leave?,GeneralQnA_HelpIQ|HR_Support,ACCEPT
multi,290,How do I request 90-day unpaid leave?,GeneralQnA_HelpIQ|HR_Support,ACCEPT
multi,291,How do I request 90-day unpaid leave?,GeneralQnA_HelpIQ|HR_Support,ACCEPT
multi,363,Provide steps to access subscriptions for advertiser_id 11016805,GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
pt1,28,Requesting to create Google Suite credential for n8n workflow,HelpIqAgentMultiplierSoftwareRequests,BLANK
pt1,29,Requesting to create Google Suite credential for n8n workflow,HelpIqAgentMultiplierSoftwareRequests,BLANK
multi,211,sa2-helpdesk,Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,212,sa2-helpdesk,Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,213,sa2-helpdesk,Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,298,Please generate a ticket on my behalf so it can be reviewed by one of your techs and they can help me out with that information,Escalation,ACCEPT
multi,299,Please generate a ticket on my behalf so it can be reviewed by one of your techs and they can help me out with that information,Escalation,ACCEPT
multi,300,Please generate a ticket on my behalf so it can be reviewed by one of your techs and they can help me out with that information,Escalation,ACCEPT
multi,301,"“the reason why your team needs access to Keeper”??? because according to the wiki page, it’s “Indeed’s enterprise password and secrets management platform”, and “All Indeedians are eligible for a Keeper license”, so it would probably make sense that my team (which consists entirely of Indeed employees) would have access to it. I’m not sure why this is even a question, or why all teams at Indeed don’t have access to it by default.",HelpIqAgentMultiplierSoftwareRequests,ACCEPT
pt2,1015,"There is a LDAP group that is old and should be deleted, `employer-mobile-secret-admins`. How can I delete it?",GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,303,"“the reason why your team needs access to Keeper”??? because according to the wiki page, it’s “Indeed’s enterprise password and secrets management platform”, and “All Indeedians are eligible for a Keeper license”, so it would probably make sense that my team (which consists entirely of Indeed employees) would have access to it. I’m not sure why this is even a question, or why all teams at Indeed don’t have access to it by default.",HelpIqAgentMultiplierSoftwareRequests,ACCEPT
pt2,889,Wann hat der Kunde zuletzt Smart Sourcing gekauft?,Escalation|GeneralQnA_HelpIQ,ACCEPT
pt2,890,Wann hat der Kunde zuletzt Smart Sourcing gekauft?,Escalation|GeneralQnA_HelpIQ,ACCEPT
pt2,891,Wann hat der Kunde zuletzt Smart Sourcing gekauft?,Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,313,Can you submit a ticket for me,Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,314,Can you submit a ticket for me,Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,315,Can you submit a ticket for me,Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,316,"No other vpn running, not able to resolve this. Can you create a support ticket",Escalation,ACCEPT
multi,317,"No other vpn running, not able to resolve this. Can you create a support ticket",Escalation,ACCEPT
multi,318,"No other vpn running, not able to resolve this. Can you create a support ticket",Escalation,ACCEPT
multi,319,"Oddly, I have switched back to the ""indeed"" network and the issue is now resolved. Thanks anyway!",GeneralQnA_HelpIQ,ACCEPT
multi,320,"Oddly, I have switched back to the ""indeed"" network and the issue is now resolved. Thanks anyway!",GeneralQnA_HelpIQ,ACCEPT
multi,321,"Oddly, I have switched back to the ""indeed"" network and the issue is now resolved. Thanks anyway!",GeneralQnA_HelpIQ,ACCEPT
multi,326,"I cannot disconnect from this network, can you open a ticket please?",Escalation,ACCEPT
multi,327,"I cannot disconnect from this network, can you open a ticket please?",Escalation,ACCEPT
multi,331,The Internet is working fine. Please create a support ticket.,Escalation,ACCEPT
multi,332,The Internet is working fine. Please create a support ticket.,Escalation,ACCEPT
multi,333,The Internet is working fine. Please create a support ticket.,Escalation,ACCEPT
multi,337,please cancel the ticket. it works now,Escalation|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,338,please cancel the ticket. it works now,Escalation|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
pt2,1016,"There is a LDAP group that is old and should be deleted, `employer-mobile-secret-admins`. How can I delete it?",GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
pt2,819,when did townwork launch on indeed plus,Escalation|GeneralQnA_HelpIQ,ACCEPT
pt2,1136,where can I find spark,Escalation|GeneralQnA_HelpIQ,ACCEPT
pt2,886,where can i find the reason why my quote has been rejected,Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,343,Create help ticket. Thank you,Escalation,ACCEPT
multi,344,Create help ticket. Thank you,Escalation,ACCEPT
multi,345,Create help ticket. Thank you,Escalation,ACCEPT
multi,346,Create a ticket for IT Specialist,Escalation,ACCEPT
multi,347,Create a ticket for IT Specialist,Escalation,ACCEPT
multi,348,Create a ticket for IT Specialist,Escalation,ACCEPT
multi,349,Create a Help Center ticket for this issue,Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,350,Create a Help Center ticket for this issue,Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,351,Create a Help Center ticket for this issue,Escalation|GeneralQnA_HelpIQ,ACCEPT
pt1,166,"Why am I able to log something only to accounts? I tried to log a calendar with a lead, but there is no button to save it",Escalation|GeneralQnA_HelpIQ,ACCEPT
pt1,167,"Why am I able to log something only to accounts? I tried to log a calendar with a lead, but there is no button to save it",Escalation|GeneralQnA_HelpIQ,ACCEPT
pt1,168,"Why am I able to log something only to accounts? I tried to log a calendar with a lead, but there is no button to save it",Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,380,"My UX partner works in Figma, so I can't review his documents",GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,381,"My UX partner works in Figma, so I can't review his documents",GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,50,"no, the link doesn't work",GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
pt2,722,why am i not showing log emails button,Escalation|GeneralQnA_HelpIQ,ACCEPT
pt2,1017,"There is a LDAP group that is old and should be deleted, `employer-mobile-secret-admins`. How can I delete it?",GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,29,to create a workflow within slack and gsheet where the sheet would log any new questions,Escalation|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,62,to create a workflow within slack and gsheet where the sheet would log any new questions,Escalation|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
pt2,723,why am i not showing log emails button,Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,148,"Yeah, let’s proceed with that",Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,149,"Yeah, let’s proceed with that",Escalation|GeneralQnA_HelpIQ,ACCEPT
pt2,1075,Someone asked me to take a survey on https://app.getdx.com/ but I can’t login ```User is not assigned to this application.```,GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,457,to join a pilot with tommy omen in ai chat,GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,458,to join a pilot with tommy omen in ai chat,GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,382,Request access to Salesforce email templates.,GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,383,Request access to Salesforce email templates.,GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,384,Request access to Salesforce email templates.,GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,395,"No, I'll figure it out",GeneralQnA_HelpIQ,ACCEPT
multi,150,"Yeah, let’s proceed with that",Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,459,to join a pilot with tommy omen in ai chat,GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,16,yes,GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,49,yes,GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,95,to create a workflow within slack and gsheet where the sheet would log any new questions,Escalation|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,115,"tyanks, but I cannt find out Office 365",Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,116,"tyanks, but I cannt find out Office 365",Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,406,"• As a Sales Operations Analyst supporting Finance/Sales Ops, I verify bonus calculations, resolve data discrepancies, and prepare quarterly reporting from Bonus Warehouse. Without access, I cannot validate payouts or respond to leadership/sales in a timely manner, risking delays or inaccuracies in bonus processing. Access is needed to perform control checks for audit readiness and to partner with Bonus & Compensation on exception resolution.",HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,407,"• As a Sales Operations Analyst supporting Finance/Sales Ops, I verify bonus calculations, resolve data discrepancies, and prepare quarterly reporting from Bonus Warehouse. Without access, I cannot validate payouts or respond to leadership/sales in a timely manner, risking delays or inaccuracies in bonus processing. Access is needed to perform control checks for audit readiness and to partner with Bonus & Compensation on exception resolution.",HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,408,"• As a Sales Operations Analyst supporting Finance/Sales Ops, I verify bonus calculations, resolve data discrepancies, and prepare quarterly reporting from Bonus Warehouse. Without access, I cannot validate payouts or respond to leadership/sales in a timely manner, risking delays or inaccuracies in bonus processing. Access is needed to perform control checks for audit readiness and to partner with Bonus & Compensation on exception resolution.",HelpIqAgentMultiplierSoftwareRequests,ACCEPT
pt2,1108,How can i create a custom agent,GeneralQnA_HelpIQ|Reverse_Engineering,ACCEPT
pt2,1109,How can i create a custom agent,GeneralQnA_HelpIQ|Reverse_Engineering,ACCEPT
pt2,1110,How can i create a custom agent,GeneralQnA_HelpIQ|Reverse_Engineering,ACCEPT
multi,415,can you create an IT ticket and ask Is someone can support me pls with the intregration with Seismic and Aura pls? When I click to external access there is anything to select. Many thanks,Escalation,ACCEPT
multi,416,can you create an IT ticket and ask Is someone can support me pls with the intregration with Seismic and Aura pls? When I click to external access there is anything to select. Many thanks,Escalation,ACCEPT
multi,417,can you create an IT ticket and ask Is someone can support me pls with the intregration with Seismic and Aura pls? When I click to external access there is anything to select. Many thanks,Escalation,ACCEPT
multi,421,"Hi, yes, I would like access to Grammarly, Please submit a request for my access. The reason - I generate client facing emails in my day-to-day work where Grammarly would be helpful and timesaving. Thanks!",GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,422,"Hi, yes, I would like access to Grammarly, Please submit a request for my access. The reason - I generate client facing emails in my day-to-day work where Grammarly would be helpful and timesaving. Thanks!",GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,423,"Hi, yes, I would like access to Grammarly, Please submit a request for my access. The reason - I generate client facing emails in my day-to-day work where Grammarly would be helpful and timesaving. Thanks!",GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,424,Please file ticket for me,Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,426,Please file ticket for me,Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,427,escalate,Escalation,ACCEPT
multi,428,escalate,Escalation,ACCEPT
multi,430,"This is needed for my role, and I previously had access. Its not opening correctly for me anymore",GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,431,"This is needed for my role, and I previously had access. Its not opening correctly for me anymore",GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,432,"This is needed for my role, and I previously had access. Its not opening correctly for me anymore",GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,439,Can you please create a ticket to diagnose the root cause of this issue with an IT Agent please? Thank you,Escalation,ACCEPT
multi,440,Can you please create a ticket to diagnose the root cause of this issue with an IT Agent please? Thank you,Escalation,ACCEPT
multi,441,Can you please create a ticket to diagnose the root cause of this issue with an IT Agent please? Thank you,Escalation,ACCEPT
multi,448,Please create a ticket,Escalation,ACCEPT
multi,449,Please create a ticket,Escalation,ACCEPT
multi,450,Please create a ticket,Escalation,ACCEPT
multi,452,Please create a ticket.,Escalation,ACCEPT
multi,453,Please create a ticket.,Escalation,ACCEPT
multi,454,"no ""new report"" button available",Escalation,ACCEPT
multi,455,"no ""new report"" button available",Escalation,ACCEPT
multi,456,"no ""new report"" button available",Escalation,ACCEPT
multi,82,yes,GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
pt2,814,"zoom is kicks off my account executive, I dont think he has the correct subscription level",GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
pt2,816,"zoom is kicks off my account executive, I dont think he has the correct subscription level",GeneralQnA_HelpIQ|HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,117,"tyanks, but I cannt find out Office 365",Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,75,yes,HelpIqAgentMultiplierSoftwareRequests,BLANK
multi,466,Need to access documentation,HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,467,Need to access documentation,HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,468,Need to access documentation,HelpIqAgentMultiplierSoftwareRequests,ACCEPT
multi,469,can I just talk to a person?,Escalation,ACCEPT
multi,470,can I just talk to a person?,Escalation,ACCEPT
multi,471,can I just talk to a person?,Escalation,ACCEPT
multi,473,Yes i need a ticket created so I an access IT directly,Escalation,ACCEPT
multi,474,Yes i need a ticket created so I an access IT directly,Escalation,ACCEPT
multi,482,that isn't working for me - please create a ticket,Escalation,ACCEPT
multi,483,that isn't working for me - please create a ticket,Escalation,ACCEPT
multi,403,"You did create a ticket, so i can wait for status to change from new",Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,404,"You did create a ticket, so i can wait for status to change from new",Escalation|GeneralQnA_HelpIQ,ACCEPT
multi,405,"You did create a ticket, so i can wait for status to change from new",Escalation|GeneralQnA_HelpIQ,ACCEPT
