suite,test_number,utterance,answer,expected_agent,actual_sub_agent,expected_tool,actual_tool,bug_yes_no,ai_recommendation,Review
multi,399,"This is my request from the client, so do i have to provide the sponsored data or combined data  Hi, I'd like a report looking at 2025 (1 Jan - 31 Dec 2025) Can you breakdown by month (e.g. Jan, Feb, Mar..) total apply starts and job volume.  Seperately, Is it possible for you to analyse the average duration a job was advertised on Indeed from first indexed to closed?","I can’t find supported guidance in our available documentation that says whether you should use **Sponsored** vs **Combined** data for that specific client request, or how to calculate “first indexed to closed” duration in the analytics dashboard.  Please open a Salesforce support case so the right team can confirm the correct data source and the best way to pull those metrics: https://link.indeed.tech/sfcase  [[helpiq:EA=True]]",GeneralQnA_HelpIQ,Escalation,['HelpIQ_QnA'],"['HelpIQ_QnA', 'HelpIQ_QnA', 'HelpIQ_QnA']",Review,Possible premature escalation: IT question may be KB-answerable — check prompt/routing,ok to escalate
multi,465,i need to see why an employer’s account is under review,"Got it — you can’t log in to Waldo with your LDAP anymore, and you need access to review an employer account.  Per the documented process, Waldo permission resets and access issues need an access request handled by the Waldo specialists. If Waldo is rejecting your credentials, Waldo uses your **LDAP username and password** (and you may need to reset your Okta password if that’s what’s out of sync).  Would you like me to open a ticket and bring an IT specialist into this Slack thread to help?   [[helpiq:EA=True]]",HelpIqAgentMultiplierSoftwareRequests,GeneralQnA_HelpIQ,['HelpIqAgentApplicationAccessDetails'],['HelpIQ_QnA'],Review,Unclassified topic mismatch (expected HelpIqAgentMultiplierSoftwareRequests got GeneralQnA_HelpIQ) — manual review,
pt2,1066,I want to enable exporting a csv to Google Sheets and need a Google Sheets API access,"You’re trying to export a CSV into Google Sheets and you need Google Sheets API access.  Per the internal guidance, Google Workspace API access (including Google Sheets API access) is handled through the **GCP for Workspace Landing Page** process, and it typically requires a specialist to create the Google Cloud project first:  1) Request a new GCP project for Workspace APIs.  2) After you submit the request, the project gets created with the requested APIs, and the project link is shared back in the ticket.  3) Once you have an active Google Cloud project and the needed project role, you can create a service account and OAuth client in Google Cloud.  4) From the service account, you can create and download the key file (the JSON secret).     **Did this help?**    [[helpiq:EA=True]]",HelpIqAgentMultiplierSoftwareRequests,GeneralQnA_HelpIQ,['HelpIqAgentApplicationAccessDetails'],"['load_catalog', 'HelpIQ_QnA', 'HelpIQ_QnA']",Review,Unclassified topic mismatch (expected HelpIqAgentMultiplierSoftwareRequests got GeneralQnA_HelpIQ) — manual review,
multi,168,I don't see a vending machine next to IT,"Got it — if you can’t find the vending machine and you’re blocked without a charger, I can file an IT ticket so the team can help you get a charger and confirm where pickup is in Scottsdale.  Here’s the ticket I’ll file: - Issue: Laptop won’t charge and you don’t have another charger - Details: You’re in the Scottsdale office and don’t see an IT vending machine next to IT  Want me to submit it?  [[helpiq:EA=True]]",Escalation,Escalation,['HelpIqAgentEscalateAction'],['EscalationIntakeDiscovery'],No,Update expected tool: v6 runs EscalationIntakeDiscovery before escalate (discovery step added by design),Agreed
multi,172,please create ticket,Got it. Here’s the ticket I’ll file:  - Issue: External monitor shows “No USB-C signal” when connecting to laptop   - Details: User attempted USB-C connection; needs IT help troubleshooting and/or monitor replacement if needed  Want me to submit it?  [[helpiq:EA=True]],Escalation,Escalation,['HelpIqAgentEscalateAction'],['EscalationIntakeDiscovery'],No,Update expected tool: v6 runs EscalationIntakeDiscovery before escalate (discovery step added by design),Agreed
multi,173,please create ticket,"Here’s the ticket I’ll file:  - Issue: External monitor shows “No USB-C signal” when connected to laptop   - Details: User reports no USB-C signal; needs IT help troubleshooting/possible monitor replacement. Checks to confirm: using the monitor’s original USB-C cable, cable reseated on both ends, monitor power cable secure, and monitor power-cycled.  Want me to submit it? [[helpiq:EA=True]]",Escalation,Escalation,['HelpIqAgentEscalateAction'],['EscalationIntakeDiscovery'],No,Update expected tool: v6 runs EscalationIntakeDiscovery before escalate (discovery step added by design),Agreed
multi,174,please create ticket,Here’s the ticket I’ll file:  - Issue: External monitor shows “No USB-C signal” when connecting to laptop   - Details: User reports the monitor does not detect the laptop over USB‑C  Want me to submit it? [[helpiq:EA=True]],Escalation,Escalation,['HelpIqAgentEscalateAction'],['EscalationIntakeDiscovery'],No,Update expected tool: v6 runs EscalationIntakeDiscovery before escalate (discovery step added by design),Agreed
pt1,121,What do I do with this error message ?,"Got it, I can help with that. Which of these best matches what you need help with?  Software or app access  Login, password, or MFA  Device, network, or email  Reply with the one that fits, or describe it in your own words if it&#39;s not listed. [[helpiq:EA=False]]",GeneralQnA_HelpIQ,Ambiguous_Question,['HelpIQ_QnA'],[],Review,Likely fine (vague→clarify); confirm utterance is genuinely ambiguous else update expected,Yes we can consider ambigious
pt1,122,What do I do with this error message ?,"Got it, I can help with that. Which of these best matches what you need help with?  Software or app access  Login, password, or MFA  Device, network, or email  Reply with the one that fits, or describe it in your own words if it&#39;s not listed. [[helpiq:EA=False]]",GeneralQnA_HelpIQ,Ambiguous_Question,['HelpIQ_QnA'],[],Review,Likely fine (vague→clarify); confirm utterance is genuinely ambiguous else update expected,Yes we can consider ambigious
pt1,123,What do I do with this error message ?,"Got it, I can help with that. Which of these best matches what you need help with?  Software or app access  Login, password, or MFA  Device, network, or email  Reply with the one that fits, or describe it in your own words if it&#39;s not listed. [[helpiq:EA=False]]",GeneralQnA_HelpIQ,Ambiguous_Question,['HelpIQ_QnA'],[],Review,Likely fine (vague→clarify); confirm utterance is genuinely ambiguous else update expected,Yes we can consider ambigious
pt2,1068,I want to enable exporting a csv to Google Sheets and need a Google Sheets API access,"You’re trying to export a CSV into Google Sheets and need Google Sheets API access. The documented path for Google Sheets API (and related Workspace API access, GCP projects, service accounts, API keys, and JSON secrets) is the **GCP for Workspace Landing Page**, and these requests typically go to specialist support with the service name plus your business case.  I can open a ticket and bring an IT specialist into this Slack thread to help. Would you like me to do that? [[helpiq:EA=True]]",HelpIqAgentMultiplierSoftwareRequests,GeneralQnA_HelpIQ,['HelpIqAgentApplicationAccessDetails'],"['load_catalog', 'HelpIQ_QnA']",Review,Unclassified topic mismatch (expected HelpIqAgentMultiplierSoftwareRequests got GeneralQnA_HelpIQ) — manual review,
multi,196,im in the usa,"Got it, you’re in the USA and you need the Day 1 IT checklist, but I’m not finding a supported checklist article I can point you to.  Would you like me to open a ticket and bring an IT specialist into this Slack thread to help?   [[helpiq:EA=True]]",Escalation,GeneralQnA_HelpIQ,['HelpIqAgentEscalateAction'],['HelpIQ_QnA'],Review,Possible under-escalation: verify QnA answer was appropriate vs should escalate,Good to keep as QnA
multi,183,acn you check for me?,"You want me to check how many Sponsored Jobs are active in your Book. I don’t have access to your account data from chat, but I can open an IT/support ticket so a specialist can look it up.  What’s the Book name (or a link/screenshot of the Book page) you want them to check?   [[helpiq:EA=True]]",Escalation,Escalation,['HelpIqAgentEscalateAction'],['HelpIQ_QnA'],Review,Topic correct; tool mismatch (expected ['HelpIqAgentEscalateAction'] got ['HelpIQ_QnA']) — verify tool wiring/expected,ok because it escalated properly
multi,184,"Yes, thanks","Sounds good. If you run into an IT issue later (access, hardware, software, VPN, Slack, Okta), tell me what you’re trying to do and what’s not working, and I’ll help.  What IT task do you want to tackle next?   [[helpiq:EA=False]]",GeneralQnA_HelpIQ,GeneralQnA_HelpIQ,['HelpIQ_QnA'],[],Review,No tool fired this turn (expected ['HelpIQ_QnA']) — verify if tool should have fired or expected is wrong,Ok that it didn't fire we can update
multi,185,"Yes, thanks","Sounds good. If you run into an IT issue later (hardware, app access, login problems, VPN, Slack/Zoom, etc.), message me here with what you’re trying to do and what’s going wrong, and I’ll help.  Anything else you need help with today?  [[helpiq:EA=False]]",GeneralQnA_HelpIQ,GeneralQnA_HelpIQ,['HelpIQ_QnA'],[],Review,No tool fired this turn (expected ['HelpIQ_QnA']) — verify if tool should have fired or expected is wrong,Ok that it didn't fire we can update
multi,186,"Yes, thanks","Sounds good. If you run into any IT issues later (like Slack, VPN, email, device setup, or software access), tell me what’s happening and I’ll help you troubleshoot or point you to the right steps.  What IT-related help do you want today, if any?   [[helpiq:EA=False]]",GeneralQnA_HelpIQ,GeneralQnA_HelpIQ,['HelpIQ_QnA'],[],Review,No tool fired this turn (expected ['HelpIQ_QnA']) — verify if tool should have fired or expected is wrong,Ok that it didn't fire we can update
multi,187,Can I get a summary for Advertiser 77162574,"I see you’re trying to get an account summary for Advertiser **77162574** (Ritter von Gral / Flix SE). I don’t have enough information available here to look up or summarize that advertiser directly, so the next step is to open an IT/help ticket for a specialist to investigate.  What system or tool is this advertiser ID from (for example, Salesforce, GAM, a BI/reporting tool, or another platform)?   [[helpiq:EA=True]]",GeneralQnA_HelpIQ,Escalation,['HelpIQ_QnA'],"['HelpIQ_QnA', 'HelpIQ_QnA']",No,Update expected sub agent to Escalation (Salesforce/CRM sfcase-link path — v6 design),Agreed
multi,188,Can I get a summary for Advertiser 77162574,"I wasn’t able to find a supported answer for this Salesforce issue. The Salesforce support team is the right next step, and you can open a case here: https://link.indeed.tech/sfcase  [[helpiq:EA=True]]",GeneralQnA_HelpIQ,Escalation,['HelpIQ_QnA'],"['HelpIQ_QnA', 'HelpIQ_QnA', 'HelpIQ_QnA', 'HelpIQ_QnA', 'HelpIQ_QnA']",No,Update expected sub agent to Escalation (Salesforce/CRM sfcase-link path — v6 design),Agreed
multi,189,Can I get a summary for Advertiser 77162574,I don’t have enough information available here to generate a summary for Advertiser 77162574.  Please open a Salesforce support case so the Salesforce support team can look it up and provide the details: https://link.indeed.tech/sfcase  [[helpiq:EA=True]],GeneralQnA_HelpIQ,Escalation,['HelpIQ_QnA'],"['HelpIQ_QnA', 'HelpIQ_QnA']",No,Update expected sub agent to Escalation (Salesforce/CRM sfcase-link path — v6 design),Agreed
multi,193,Let's open a ticket.  Maybe it has already been converted?,"Got it. Here’s the ticket I’ll file:  - Issue: Apple Account no longer shows the option to convert to a Managed Apple Account - Details: You disconnected everything successfully, but the conversion option disappeared; you suspect it may already be converted  Want me to submit it? [[helpiq:EA=True]]",Escalation,Escalation,['HelpIqAgentEscalateAction'],['EscalationIntakeDiscovery'],No,Update expected tool: v6 runs EscalationIntakeDiscovery before escalate (discovery step added by design),Agreed
multi,194,Let's open a ticket.  Maybe it has already been converted?,"Got it. Here’s the ticket I’ll file:  - Issue: Apple ID no longer shows the option to convert to a Managed Apple Account (may already be converted) - Details: You were told to convert your Apple account to a managed account; you disconnected everything, and now the conversion option no longer appears  Want me to submit it? [[helpiq:EA=True]]",Escalation,Escalation,['HelpIqAgentEscalateAction'],['EscalationIntakeDiscovery'],No,Update expected tool: v6 runs EscalationIntakeDiscovery before escalate (discovery step added by design),Agreed
multi,195,Let's open a ticket.  Maybe it has already been converted?,"Got it. Here’s the ticket I’ll file:  - Issue: Apple ID no longer shows the option to convert to a Managed Apple Account   - Details: You disconnected everything from the Apple account, and now the “convert to managed account” option is missing. You suspect it may already be converted.  Want me to submit it? [[helpiq:EA=True]]",Escalation,Escalation,['HelpIqAgentEscalateAction'],['EscalationIntakeDiscovery'],No,Update expected tool: v6 runs EscalationIntakeDiscovery before escalate (discovery step added by design),Agreed
multi,197,im in the usa,"Got it — you’re in the US and need the Day 1 IT checklist, but I’m not finding a specific “Day 1 IT checklist” article to point you to right now.  Which onboarding setup area are you stuck on (laptop setup, Okta/login, VPN, email, Slack, or a specific app)?   [[helpiq:EA=True]]",Escalation,GeneralQnA_HelpIQ,['HelpIqAgentEscalateAction'],['HelpIQ_QnA'],Review,Possible under-escalation: verify QnA answer was appropriate vs should escalate,Good to keep as QnA
multi,198,im in the usa,"Got it, you’re looking for the US Day 1 IT checklist, and I’m not seeing a ready checklist in the IT knowledge base.  What onboarding area do you need the Day 1 checklist for (for example: laptop setup, Okta/MFA login, VPN, email/calendar, or Slack)?    [[helpiq:EA=True]]",Escalation,GeneralQnA_HelpIQ,['HelpIqAgentEscalateAction'],['HelpIQ_QnA'],Review,Possible under-escalation: verify QnA answer was appropriate vs should escalate,Good to keep as QnA
multi,265,It can’t even check for the latest version,"Got it — if Zoom can’t even check for updates and you can’t join from either the desktop app or the web app, try these steps:  1. Try joining from Google Calendar   Open the calendar event, click **Join Zoom Meeting**, then click **Open zoom.us**.  2. Try joining from the Zoom site directly   Go to https://indeed.zoom.us/, click **Join a meeting**, enter the **Meeting ID** and **Meeting Passcode** from the invite, then click **Join**.  3. Check your VPN status   If you use WARP VPN, confirm it’s connected and working, then retry Zoom.  4. If you’re on macOS, reinstall Zoom via Managed Software Center   In the Zoom app menu, select **Zoom Workplace** → Uninstall Zoom Workplace, confirm, then open **Managed Software Center** and reinstall Zoom (and apply any available updates).  Related KB links:  - https://indeed.atlassian.net/wiki/spaces/ITKB/pages/788497285  - https://indeed.atlassian.net/wiki/spaces/ITKB/pages/97456606  - https://indeed.atlassian.net/wiki/spaces/ITKB/pages/636489668  **Did this help?**  [[helpiq:EA=True]]",Escalation,GeneralQnA_HelpIQ,['HelpIqAgentEscalateAction'],['HelpIQ_QnA'],Review,Possible under-escalation: verify QnA answer was appropriate vs should escalate,Good to keep as QnA
multi,310,useless agent,You’re blocked and that’s frustrating. I can get a human to take this.  What’s the IT issue you want a ticket for?  - **Slack** channel questions (like summaries/alerts)  - **Access** / permissions  - **Login** / MFA / Okta  - **Hardware** (laptop/monitor)  - **Network** / VPN  - **Software** install or errors  [[helpiq:EA=True]],GeneralQnA_HelpIQ,Escalation,['HelpIQ_QnA'],[],Review,Possible premature escalation: IT question may be KB-answerable — check prompt/routing,ok to escalate
multi,311,useless agent,"You’re trying to get a summary of alerts from the `gd-data-platform-alerts` Slack channel, and you’re blocked because I can’t read that channel from here. I can get a human to take this.  Here’s the ticket I’ll file:  - Issue: Need a summary of alerts in `#gd-data-platform-alerts` - Details: User asked for a channel alerts summary; HelpIQ can’t access that channel content from chat  Want me to submit it? [[helpiq:EA=True]]",GeneralQnA_HelpIQ,Escalation,['HelpIQ_QnA'],[],Review,Possible premature escalation: IT question may be KB-answerable — check prompt/routing,ok to escalate
multi,312,useless agent,"You’re trying to get a summary of alerts from the `#gd-data-platform-alerts` Slack channel, and you’re blocked because I can’t read or summarize messages inside Slack channels from here. I can still get this in front of a person to help.  Here’s the ticket I’ll file:  - Issue: Need summary of alerts from #gd-data-platform-alerts   - Details: User wants a consolidated summary of recent alerts; HelpIQ can’t access the channel content directly  Want me to submit it? [[helpiq:EA=True]]",GeneralQnA_HelpIQ,Escalation,['HelpIQ_QnA'],[],Review,Possible premature escalation: IT question may be KB-answerable — check prompt/routing,ok to escalate
multi,205,I need access to marqueto,"You need access to “marqueto”, and it isn’t showing up in the automated access catalog I can submit from here.  What’s your one-line reason for needing Marketo access?   [[helpiq:EA=False]]",HelpIqAgentMultiplierSoftwareRequests,HelpIqAgentMultiplierSoftwareRequests,['HelpIqAgentApplicationAccessDetails'],"['load_catalog', 'get_app_details']",No,Update expected tool to load_catalog/get_app_details (v6 Glean→Apex catalog migration),Agreed
multi,206,I need access to marqueto,"Got it — “marqueto” isn’t showing up in the automated access catalog, so I can route this as an IT escalation instead.  What’s the reason you need Marketo access (one sentence is fine)?   [[helpiq:EA=False]]",HelpIqAgentMultiplierSoftwareRequests,HelpIqAgentMultiplierSoftwareRequests,['HelpIqAgentApplicationAccessDetails'],"['load_catalog', 'get_app_details']",No,Update expected tool to load_catalog/get_app_details (v6 Glean→Apex catalog migration),Agreed
multi,207,I need access to marqueto,"Got it — I couldn’t find “marqueto” in the automated software access catalog (it may be spelled differently, like Marketo), so I’ll route this to IT via an escalation.  What’s your one-line reason for needing access (what you’ll use it for)?   [[helpiq:EA=False]]",HelpIqAgentMultiplierSoftwareRequests,HelpIqAgentMultiplierSoftwareRequests,['HelpIqAgentApplicationAccessDetails'],"['load_catalog', 'get_app_details']",No,Update expected tool to load_catalog/get_app_details (v6 Glean→Apex catalog migration),Agreed
multi,208,create ticket for this,"Got it. Here’s the ticket I’ll file:  - Issue: Okta Verify push notification not sending to phone, blocking Slack mobile sign-in   - Details: You’re trying to get Slack on your phone, but Okta verification won’t send a notification to your phone  Want me to submit it?  [[helpiq:EA=True]]",Escalation,Escalation,['HelpIqAgentEscalateAction'],['EscalationIntakeDiscovery'],No,Update expected tool: v6 runs EscalationIntakeDiscovery before escalate (discovery step added by design),Agreed
multi,209,create ticket for this,"Got it. Here’s the ticket I’ll file:  - Issue: Okta Verify push notification not sending to phone (blocked setting up Slack on phone) - Details: User can’t receive Okta verification notification, so they can’t sign in to Slack on their phone; needs Okta 2FA reset/help  Want me to submit it? [[helpiq:EA=True]]",Escalation,Escalation,['HelpIqAgentEscalateAction'],['EscalationIntakeDiscovery'],No,Update expected tool: v6 runs EscalationIntakeDiscovery before escalate (discovery step added by design),Agreed
multi,210,create ticket for this,"Got it — here’s the ticket I’ll file:  - Issue: Unable to set up Slack on phone because Okta Verify push notifications aren’t arriving   - Details: Okta verification won’t send a notification to your phone, blocking Slack sign-in  Want me to submit it? [[helpiq:EA=True]]",Escalation,Escalation,['HelpIqAgentEscalateAction'],['EscalationIntakeDiscovery'],No,Update expected tool: v6 runs EscalationIntakeDiscovery before escalate (discovery step added by design),Agreed
multi,266,It can’t even check for the latest version,"I get it. If Zoom can’t join meetings in both the desktop app and the web app, and it also can’t even check for updates, that usually needs specialist help to dig into what’s blocking it.  I can open a ticket and bring an IT specialist into this Slack thread to help. Would you like me to do that? [[helpiq:EA=True]]",Escalation,GeneralQnA_HelpIQ,['HelpIqAgentEscalateAction'],['HelpIQ_QnA'],Review,Possible under-escalation: verify QnA answer was appropriate vs should escalate,Good to keep as QnA
multi,267,It can’t even check for the latest version,"Got it — if Zoom can’t even check for updates, it usually points to a network/VPN or a broken install, so let’s try the quickest fixes first.  1) Try joining from the Zoom web portal   - Go to https://indeed.zoom.us/   - Click **Join a meeting**, enter the **Meeting ID**, then **Join** and enter the passcode from the invite  2) Check whether VPN (WARP) is blocking it   - Disconnect from WARP VPN (if you’re connected) and try Zoom again   - If that works, it’s likely a VPN/network path issue  3) Reinstall Zoom (macOS)   - In the Zoom app menu, select **Zoom Workplace** → **Uninstall Zoom Workplace**   - Then open **Managed Software Center** and reinstall Zoom (and install any pending updates)  Source: https://indeed.atlassian.net/wiki/spaces/ITKB/pages/788497285 and https://indeed.atlassian.net/wiki/spaces/ITKB/pages/97456606     **Did this help?**   [[helpiq:EA=True]]",Escalation,GeneralQnA_HelpIQ,['HelpIqAgentEscalateAction'],['HelpIQ_QnA'],Review,Possible under-escalation: verify QnA answer was appropriate vs should escalate,Good to keep as QnA
multi,262,Logitech is not listed as an option in the Zoom Settings,"Got it — if Zoom doesn’t list the Logitech camera, macOS likely isn’t seeing it as an available camera device yet, so Zoom can’t select it.  Here are the common checks to run first (in order):  1) In macOS, go to **System Settings** &gt; **Privacy &amp; Security** &gt; **Camera**, and make sure **Zoom** is allowed.  2) In **Privacy &amp; Security** &gt; **Microphone**, make sure **Zoom** is allowed (Zoom can behave oddly if permissions are blocked).  3) Unplug the camera and plug it back in, making sure the USB connection is fully seated. If you can, try a different USB port or a different cable.  4) Quit Zoom completely, reopen it, then check **Zoom Settings** &gt; **Video** again.  5) Restart your Mac, then recheck Zoom.  If the camera still doesn’t appear after those steps, I can open a ticket and bring an IT specialist into this Slack thread to help. Would you like me to do that? [[helpiq:EA=True]]",Escalation,GeneralQnA_HelpIQ,['HelpIqAgentEscalateAction'],['HelpIQ_QnA'],Review,Possible under-escalation: verify QnA answer was appropriate vs should escalate,Good to keep as QnA
multi,216,yes this involves a Glean bot in a slack channel where  any new questions that bot can't answer it needs to log in a goggle sheet.,"Here’s the ticket I’ll file:  - Issue: Log new unanswered questions from a Glean bot in a Slack channel into a Google Sheet  - Details: In a Slack channel, when the Glean bot can’t answer a new question, it should automatically log that question into a Google Sheet for tracking  Want me to submit it? [[helpiq:EA=True]]",Escalation,Escalation,['HelpIqAgentEscalateAction'],['EscalationIntakeDiscovery'],No,Update expected tool: v6 runs EscalationIntakeDiscovery before escalate (discovery step added by design),Agreed
multi,226,can you make the ticket for me?,Got it. Here’s the ticket I’ll file:  - Issue: Request access to the Slack sandbox workspace   - Details: You need access to the Slack Sandbox (Indeed Sandbox Slack workspace)  Want me to submit it? [[helpiq:EA=True]],GeneralQnA_HelpIQ,Escalation,['HelpIQ_QnA'],['EscalationIntakeDiscovery'],No,Update expected sub agent to Escalation (explicit ticket/human/offboarding — v6 correct),Agreed
multi,227,can you make the ticket for me?,"Got it — you want me to create an IT ticket so you can get access to the Slack sandbox.  What do you need the Slack sandbox access for (for example: Slack app development/testing, workflow testing, or something else)?     - Slack app development/testing   - Workflow/automation testing   - Admin/testing changes   - Other (tell me briefly)    [[helpiq:EA=True]]",GeneralQnA_HelpIQ,Escalation,['HelpIQ_QnA'],[],No,Update expected sub agent to Escalation (explicit ticket/human/offboarding — v6 correct),Agreed
multi,228,can you make the ticket for me?,"Got it — you want a ticket to get access to the Slack sandbox.  What do you need Slack sandbox access for (for example: testing a Slack app, workflow automation, integration testing, or something else)?     - Slack app development/testing   - Workflow Builder testing   - Integration/webhook testing   - Admin/testing permissions   - Other (tell me what)    [[helpiq:EA=True]]",GeneralQnA_HelpIQ,Escalation,['HelpIQ_QnA'],[],No,Update expected sub agent to Escalation (explicit ticket/human/offboarding — v6 correct),Agreed
multi,232,"Please create a ticket, there’s no active manager currently.",Got it. Here’s the ticket I’ll file:  - Issue: Add you as a channel manager for Slack channel &#92;&lt;#C021CCS3T7Z&#92;&gt;   - Details: There’s currently no active channel manager for the channel; you’re requesting to be added as the channel manager.  Want me to submit it? [[helpiq:EA=True]],Escalation,Escalation,['HelpIqAgentEscalateAction'],[],Review,No tool fired this turn (expected ['HelpIqAgentEscalateAction']) — verify if tool should have fired or expected is wrong,"ok mto not call tool, seems multiturn so thsi turn doesn't need to call"
multi,233,"Please create a ticket, there’s no active manager currently.","Got it. Here’s the ticket I’ll file:  - Issue: Add you as channel manager for Slack channel &#92;&lt;#C021CCS3T7Z&#92;&gt; (no active channel manager)  - Details: Channel requires a channel manager; you reported there’s no active manager currently. If the channel is private, a current channel member may need to add the service desk agent to the channel so IT can update the channel manager.  Want me to submit it? [[helpiq:EA=True]]",Escalation,Escalation,['HelpIqAgentEscalateAction'],['EscalationIntakeDiscovery'],No,Update expected tool: v6 runs EscalationIntakeDiscovery before escalate (discovery step added by design),Agreed
multi,234,"Please create a ticket, there’s no active manager currently.",I can file a ticket to get you added as a channel manager for Slack channel &#92;&lt;#C021CCS3T7Z&#92;&gt; since there’s no active manager.  Here’s the ticket I’ll file: - Issue: Add user as Slack channel manager for &#92;&lt;#C021CCS3T7Z&#92;&gt; - Details: Channel currently has no active channel manager; user requested to be added  Want me to submit it? [[helpiq:EA=True]],Escalation,Escalation,['HelpIqAgentEscalateAction'],[],Review,No tool fired this turn (expected ['HelpIqAgentEscalateAction']) — verify if tool should have fired or expected is wrong,"ok mto not call tool, seems multiturn so thsi turn doesn't need to call"
pt1,548,i need acccess to zappoer,"Got it — I’m not finding “Zappoer” in the automated access catalog, so I can submit an escalation to IT for you.  What access do you need in Zappoer, and what’s your reason for needing it (one line is fine)?   [[helpiq:EA=False]]",GeneralQnA_HelpIQ,HelpIqAgentMultiplierSoftwareRequests,['HelpIQ_QnA'],"['load_catalog', 'get_app_details']",Review,Unclassified topic mismatch (expected GeneralQnA_HelpIQ got HelpIqAgentMultiplierSoftwareRequests) — manual review,ok to chage to multiplier software and the selected tool calls
pt1,549,i need acccess to zappoer,"Got it — I can’t find “Zappoer” in the automated access catalog, so I’ll need to route this as an escalation.  What do you need Zappoer access for (one sentence is fine)?  [[helpiq:EA=False]]",GeneralQnA_HelpIQ,HelpIqAgentMultiplierSoftwareRequests,['HelpIQ_QnA'],"['load_catalog', 'get_app_details']",Review,Unclassified topic mismatch (expected GeneralQnA_HelpIQ got HelpIqAgentMultiplierSoftwareRequests) — manual review,ok to chage to multiplier software and the selected tool calls
multi,379,"My UX partner works in Figma, so I can't review his documents","Got it — you want Figma access so you can review and comment on your UX partner’s files.  Which type of Figma access do you want?  1. **Viewer**   2. **Collaborator**   3. **Developer**   4. **Editor**    If you’re not sure, tell me what you need to do in Figma (view/comment only vs inspect/export assets vs edit files), and I’ll point you to the right one.   [[helpiq:EA=False]]",GeneralQnA_HelpIQ,HelpIqAgentMultiplierSoftwareRequests,['HelpIQ_QnA'],"['load_catalog', 'get_app_details']",Review,Unclassified topic mismatch (expected GeneralQnA_HelpIQ got HelpIqAgentMultiplierSoftwareRequests) — manual review,ok to chage to multiplier software and the selected tool calls
multi,241,can you escalate my issue?,I can escalate it. Here’s the ticket I’ll file:  - Issue: Cloudflare VPN (WARP) connection failure with “DNS proxy failure” - Details: You tried the troubleshooting steps but it’s still not working  Want me to submit it? [[helpiq:EA=True]],Escalation,Escalation,['HelpIqAgentEscalateAction'],[],Review,No tool fired this turn (expected ['HelpIqAgentEscalateAction']) — verify if tool should have fired or expected is wrong,"ok mto not call tool, seems multiturn so thsi turn doesn't need to call"
multi,242,can you escalate my issue?,Got it — you want this escalated for your Cloudflare WARP VPN connection issue (DNS proxy failure).  Here’s the ticket I’ll file: - Issue: Cloudflare WARP VPN won’t connect (DNS proxy failure) - Details: You’re seeing a DNS proxy failure message and the troubleshooting steps already didn’t resolve it  Want me to submit it? [[helpiq:EA=True]],Escalation,Escalation,['HelpIqAgentEscalateAction'],['EscalationIntakeDiscovery'],No,Update expected tool: v6 runs EscalationIntakeDiscovery before escalate (discovery step added by design),Agreed
multi,243,can you escalate my issue?,Got it — I can escalate this.  Here’s the ticket I’ll file: - Issue: Cloudflare WARP VPN won’t connect (DNS proxy failure) - Details: You tried the standard troubleshooting steps and it still fails to connect  Want me to submit it? [[helpiq:EA=True]],Escalation,Escalation,['HelpIqAgentEscalateAction'],['EscalationIntakeDiscovery'],No,Update expected tool: v6 runs EscalationIntakeDiscovery before escalate (discovery step added by design),Agreed
multi,247,"That has been resolved, and I can't reopen it. Please re-create the request with the following context:  > Failed to log in: [permission_denied] api server wire error: User is disabled in Windsurf Team. Please refer to your company-specific resources for instructions to request a license.","Got it — I can recreate the request with that error context, but I need to match it to the correct app in our access catalog first.  Which application should I file this under (for example, **Gitlab Prod** or **Figma**) and what access type do you need?   [[helpiq:EA=False]]",HelpIqAgentMultiplierSoftwareRequests,HelpIqAgentMultiplierSoftwareRequests,['HelpIqAgentApplicationAccessDetails'],"['load_catalog', 'get_app_details']",No,Update expected tool to load_catalog/get_app_details (v6 Glean→Apex catalog migration),Agreed
multi,248,"That has been resolved, and I can't reopen it. Please re-create the request with the following context:  > Failed to log in: [permission_denied] api server wire error: User is disabled in Windsurf Team. Please refer to your company-specific resources for instructions to request a license.","I can recreate this, but I don’t see “Windsurf” in the automated software access catalog, so I’ll need to send it to a specialist with your error context.  What type of Windsurf access/license do you need (for example: individual license, team seat, or something else)?   [[helpiq:EA=False]]",HelpIqAgentMultiplierSoftwareRequests,HelpIqAgentMultiplierSoftwareRequests,['HelpIqAgentApplicationAccessDetails'],"['load_catalog', 'get_app_details']",No,Update expected tool to load_catalog/get_app_details (v6 Glean→Apex catalog migration),Agreed
multi,249,"That has been resolved, and I can't reopen it. Please re-create the request with the following context:  > Failed to log in: [permission_denied] api server wire error: User is disabled in Windsurf Team. Please refer to your company-specific resources for instructions to request a license.",Got it — I’ll recreate the Windsurf license request with that login error included.  Here’s what I’ll send to a specialist:  - Application: Windsurf   - Access type: License   - Reason: Failed to log in: [permission_denied] api server wire error: User is disabled in Windsurf Team. Please refer to your company-specific resources for instructions to request a license.  Want me to submit it?   [[helpiq:EA=False]],HelpIqAgentMultiplierSoftwareRequests,HelpIqAgentMultiplierSoftwareRequests,['HelpIqAgentApplicationAccessDetails'],['load_catalog'],No,Update expected tool to load_catalog/get_app_details (v6 Glean→Apex catalog migration),Agreed
